case_number,suspect_name,vehicle_plate,date,year,primary_type,description,block,location_description,district,beat,ward,community_area,iucr,fbi_code,arrest,domestic
JD149833,Brandon Wright,,2026-05-15 16:05:00,2026,BATTERY,SIMPLE ASSAULT,6100XX W CHICAGO AVE,BAR OR TAVERN,024,2411,49,1,0460,08B,False,True
JD149946,Corey Harris,,2026-06-18 00:30:00,2026,CRIMINAL DAMAGE,TO PROPERTY,6100XX W 47TH ST,BAR OR TAVERN,020,2012,40,4,1310,14,False,False
JD150059,Aaron Nguyen,,2026-03-02 22:59:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,7300XX N DAMEN AVE,STREET,009,0914,15,61,1811,18,True,False
JD150172,Anthony Flores,IL-8527-NZ,2026-01-10 15:05:00,2026,ROBBERY,ARMED: HANDGUN,1000XX W 47TH ST,GAS STATION / CONVENIENCE STORE,009,0914,15,61,031A,03,False,False
JD150285,Deandre King,IL-2674-CC,2026-03-22 14:23:00,2026,ROBBERY,ARMED: HANDGUN,9000XX N BROADWAY,DEPARTMENT STORE,008,0815,13,65,031A,03,False,False
JD150398,Jose Lopez,IL-3615-SI,2026-08-25 13:49:00,2026,ASSAULT,AGGRAVATED: HANDGUN,8500XX W CHICAGO AVE,BAR OR TAVERN,016,1622,45,15,051A,04A,False,False
JD150511,Trevon Thompson,,2026-01-06 14:25:00,2026,CRIMINAL DAMAGE,TO PROPERTY,6100XX S HALSTED ST,RESIDENCE,019,1923,44,6,1310,14,False,True
JD150624,Derek Lee,,2026-01-10 14:24:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,8800XX W 47TH ST,SIDEWALK,002,0222,4,38,0910,07,False,False
JD150737,Isaiah Wilson,,2026-05-11 08:17:00,2026,BATTERY,SIMPLE ASSAULT,8400XX N BROADWAY,ALLEY,020,2012,40,4,0460,08B,False,False
JD150850,Brandon Vance,,2026-06-22 22:11:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,0200XX N CICERO AVE,STREET,025,2515,30,19,0910,07,False,False
JD150963,Andre Jenkins,,2026-06-08 23:18:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,0500XX S COTTAGE GROVE AVE,COMMERCIAL BUILDING,001,0111,42,32,1811,18,True,False
JD151076,Deandre Brown,,2026-02-23 03:05:00,2026,ROBBERY,ARMED: HANDGUN,8500XX W ROOSEVELT RD,COMMERCIAL BUILDING,024,2411,49,1,031A,03,False,False
JD151189,Tyrone Rodriguez,IL-1488-CG,2026-02-21 14:59:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,5500XX S WABASH AVE,PARKING LOT,025,2515,30,19,1811,18,True,False
JD151302,Xavier Martinez,,2026-05-27 08:11:00,2026,CRIMINAL DAMAGE,TO PROPERTY,6300XX W BELMONT AVE,COMMERCIAL BUILDING,007,0724,16,68,1310,14,False,True
JD151415,Kevin Washington,,2026-07-07 19:41:00,2026,BATTERY,SIMPLE ASSAULT,9200XX W FULLERTON AVE,SIDEWALK,009,0914,15,61,0460,08B,True,False
JD151528,Carlos Martin,,2026-01-16 04:41:00,2026,THEFT,OVER $500,8600XX N MILWAUKEE AVE,GAS STATION / CONVENIENCE STORE,014,1422,1,24,0820,06,False,False
JD151641,Aaron Brown,,2026-08-16 13:25:00,2026,BATTERY,SIMPLE ASSAULT,2900XX N CICERO AVE,ALLEY,001,0111,42,32,0460,08B,False,False
JD151754,Isaiah Taylor,IL-7201-CH,2026-05-13 01:40:00,2026,BATTERY,SIMPLE ASSAULT,6900XX S MICHIGAN AVE,SIDEWALK,011,1124,28,26,0460,08B,False,True
JD151867,Andre Clark,,2026-05-23 12:57:00,2026,BATTERY,SIMPLE ASSAULT,8900XX N KEDZIE AVE,DEPARTMENT STORE,012,1212,25,28,0460,08B,False,True
JD151980,Kevin Martin,IL-1188-RC,2026-04-16 12:04:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,6900XX S WESTERN AVE,STREET,016,1622,45,15,1811,18,True,False
JD152093,Dominic Walker,IL-1235-EB,2026-08-22 17:09:00,2026,BURGLARY,FORCIBLE ENTRY,0500XX W BELMONT AVE,DEPARTMENT STORE,005,0511,9,49,0610,05,False,False
JD152206,Adrian Hill,,2026-05-27 03:29:00,2026,ROBBERY,ARMED: HANDGUN,0900XX W 79TH ST,SIDEWALK,004,0412,10,46,031A,03,False,False
JD152319,Derek Jones,IL-8527-NZ,2026-07-11 23:43:00,2026,ASSAULT,AGGRAVATED: HANDGUN,1600XX W 63RD ST,COMMERCIAL BUILDING,025,2515,30,19,051A,04A,False,False
JD152432,Cedric Scott,,2026-06-03 03:17:00,2026,ROBBERY,ARMED: HANDGUN,5400XX S WABASH AVE,BAR OR TAVERN,006,0623,6,69,031A,03,False,False
JD152545,Andre Vance,,2026-03-04 20:39:00,2026,ASSAULT,AGGRAVATED: HANDGUN,2100XX S WABASH AVE,DEPARTMENT STORE,001,0111,42,32,051A,04A,True,False
JD152658,Terrence King,,2026-05-14 22:51:00,2026,CRIMINAL DAMAGE,TO PROPERTY,1700XX W 55TH ST,APARTMENT,007,0724,16,68,1310,14,False,False
JD152771,Maurice Harris,,2026-01-20 05:45:00,2026,CRIMINAL DAMAGE,TO PROPERTY,1200XX S DR MARTIN LUTHER KING JR DR,GAS STATION / CONVENIENCE STORE,024,2411,49,1,1310,14,True,False
JD152884,Devon Thomas,IL-8772-ME,2026-02-20 11:55:00,2026,BURGLARY,FORCIBLE ENTRY,9900XX W FULLERTON AVE,,024,2411,49,1,0610,05,True,False
JD152997,Kendrick Ramirez,,2026-01-02 20:23:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,5600XX S COTTAGE GROVE AVE,PARKING LOT,009,0914,15,61,1811,18,True,False
JD153110,Hector Jackson,,2026-03-06 00:31:00,2026,BATTERY,SIMPLE ASSAULT,3100XX W BELMONT AVE,COMMERCIAL BUILDING,016,1622,45,15,0460,08B,False,False
JD153223,Trevon Gonzalez,IL-4541-YL,2026-04-25 03:20:00,2026,BURGLARY,FORCIBLE ENTRY,3100XX S STATE ST,RESIDENCE,015,1531,29,25,0610,05,True,False
JD153336,Corey Jones,,2026-07-12 04:29:00,2026,BURGLARY,FORCIBLE ENTRY,4600XX N KEDZIE AVE,RESIDENCE,009,0914,15,61,0610,05,True,False
JD153449,Reginald Hill,,2026-02-28 14:29:00,2026,ASSAULT,AGGRAVATED: HANDGUN,9800XX N CLARK ST,RESIDENCE,011,1124,28,26,051A,04A,True,False
JD153562,Devon Nguyen,IL-5041-GL,2026-03-19 17:54:00,2026,BURGLARY,FORCIBLE ENTRY,5300XX W BELMONT AVE,DEPARTMENT STORE,018,1831,43,7,0610,05,False,False
JD153675,Brian Ortiz,,2026-04-19 04:58:00,2026,THEFT,OVER $500,0600XX N PULASKI RD,DEPARTMENT STORE,002,0222,4,38,0820,06,False,False
JD153788,Damian Lopez,,2026-02-15 15:15:00,2026,BATTERY,SIMPLE ASSAULT,9700XX N CICERO AVE,BAR OR TAVERN,001,0111,42,32,0460,08B,True,True
JD153901,Hector Miller,IL-4030-UJ,2026-02-01 15:42:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,9100XX N CLARK ST,COMMERCIAL BUILDING,016,1622,45,15,1811,18,False,False
JD154014,Kevin Taylor,,2026-08-23 20:00:00,2026,BATTERY,SIMPLE ASSAULT,8900XX W ROOSEVELT RD,RESTAURANT,011,1124,28,26,0460,08B,False,True
JD154127,Cedric Jenkins,IL-8527-NZ,2026-04-26 21:05:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,0800XX N DAMEN AVE,,018,1831,43,7,0910,07,True,False
JD154240,Malik Walker,,2026-02-18 22:49:00,2026,BURGLARY,FORCIBLE ENTRY,4300XX W MADISON ST,RESTAURANT,008,0815,13,65,0610,05,False,False
JD154353,Jalen Thomas,,2026-04-25 23:48:00,2026,BURGLARY,FORCIBLE ENTRY,4600XX W 63RD ST,RESTAURANT,009,0914,15,61,0610,05,True,False
JD154466,Brandon Hernandez,IL-5724-YC,2026-02-16 22:34:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,8000XX W FULLERTON AVE,,012,1212,25,28,1811,18,True,False
JD154579,Dominic Taylor,,2026-03-09 03:44:00,2026,ROBBERY,ARMED: HANDGUN,2000XX S WESTERN AVE,RESTAURANT,007,0724,16,68,031A,03,False,False
JD154692,Jerome King,,2026-08-12 13:28:00,2026,THEFT,OVER $500,2500XX S HALSTED ST,STREET,003,0313,20,42,0820,06,False,False
JD154805,Darnell Rodriguez,,2026-06-16 18:42:00,2026,CRIMINAL DAMAGE,TO PROPERTY,3900XX W FULLERTON AVE,APARTMENT,020,2012,40,4,1310,14,False,False
JD154918,Jose Wright,,2026-05-25 01:09:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,5900XX S HALSTED ST,COMMERCIAL BUILDING,006,0623,6,69,0910,07,False,False
JD155031,Tyrone Perez,IL-1916-FA,2026-03-06 07:07:00,2026,THEFT,OVER $500,7400XX W 63RD ST,DEPARTMENT STORE,005,0511,9,49,0820,06,False,False
JD155144,Xavier Young,,2026-03-12 14:34:00,2026,ROBBERY,ARMED: HANDGUN,3900XX N CICERO AVE,STREET,004,0412,10,46,031A,03,False,False
JD155257,Reginald Torres,,2026-03-01 23:34:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,9100XX N KEDZIE AVE,DEPARTMENT STORE,010,1013,24,29,0910,07,False,False
JD155370,Malik Moore,,2026-08-11 22:07:00,2026,CRIMINAL DAMAGE,TO PROPERTY,1800XX N MILWAUKEE AVE,RESTAURANT,025,2515,30,19,1310,14,True,False
JD155483,Jamal Miller,,2026-06-03 10:03:00,2026,BURGLARY,FORCIBLE ENTRY,6800XX W 79TH ST,GAS STATION / CONVENIENCE STORE,008,0815,13,65,0610,05,False,False
JD155596,Tyler Perez,,2026-02-17 12:12:00,2026,CRIMINAL DAMAGE,TO PROPERTY,7800XX W 63RD ST,RESTAURANT,022,2213,19,72,1310,14,False,False
JD155709,Andre Lopez,,2026-07-12 00:18:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,4000XX S MICHIGAN AVE,RESTAURANT,016,1622,45,15,0910,07,False,False
JD155822,Justin Johnson,,2026-08-10 05:51:00,2026,ASSAULT,AGGRAVATED: HANDGUN,5400XX N DAMEN AVE,COMMERCIAL BUILDING,005,0511,9,49,051A,04A,True,False
JD155935,Terrence Harris,,2026-06-03 18:48:00,2026,ASSAULT,AGGRAVATED: HANDGUN,0100XX W BELMONT AVE,,015,1531,29,25,051A,04A,True,False
JD156048,Darnell Nguyen,,2026-03-07 05:53:00,2026,ASSAULT,AGGRAVATED: HANDGUN,7100XX S HALSTED ST,STREET,017,1732,35,21,051A,04A,False,False
JD156161,Malik Taylor,,2026-01-26 00:09:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,8200XX S HALSTED ST,DEPARTMENT STORE,024,2411,49,1,1811,18,True,False
JD156274,Cedric Nguyen,,2026-04-01 03:48:00,2026,NARCOTICS,POSS: CANNABIS 30G OR LESS,0900XX S WESTERN AVE,BAR OR TAVERN,022,2213,19,72,1811,18,True,False
JD156387,Carlos Jackson,,2026-08-23 03:23:00,2026,THEFT,OVER $500,2100XX N BROADWAY,STREET,020,2012,40,4,0820,06,False,False
JD156500,Brandon Allen,,2026-01-09 11:26:00,2026,MOTOR VEHICLE THEFT,AUTOMOBILE,3800XX N MILWAUKEE AVE,RESTAURANT,010,1013,24,29,0910,07,False,False
